Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Delivery Efficiency (min/km),Topping Density,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Pizza Complexity,Traffic Impact,Order Hour,Restaurant Avg Time
ORD256,Little Caesars,"Boston, Ma",2024-09-09 18:30:00,2024-09-09 18:50:00,20.0,Medium,Non-Veg,3.0,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,1-09-01,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD257,Domino'S,"San Francisco, Ca",2024-09-10 18:00:00,2024-09-10 18:25:00,25.0,Large,Veg,3.0,5.0,High,Cash,True,False,5.0,0.6,1-09-01,Offline,12.0,13.0,False,9,3,18,30.25943396226415
ORD258,Domino'S,"Austin, Tx",2024-09-11 19:15:00,2024-09-11 19:35:00,20.0,Medium,Non-Veg,2.0,3.5,Medium,Card,True,False,5.714285714285714,0.5714285714285714,1-09-01,Online,8.4,11.6,False,4,2,19,30.25943396226415
ORD259,Domino'S,"Seattle, Wa",2024-09-12 20:30:00,2024-09-12 20:50:00,20.0,Small,Vegan,1.5,2.5,Low,Wallet,True,False,8.0,0.4,1-09-01,Online,6.0,14.0,False,1,1,20,30.25943396226415
ORD260,Domino'S,"Chicago, Il",2024-09-13 18:45:00,2024-09-13 19:10:00,25.0,Xl,Cheese Burst,5.0,4.5,High,Upi,True,False,5.555555555555555,1.111111111111111,1-09-01,Online,10.8,14.2,False,20,3,18,30.25943396226415
ORD261,Domino'S,"Miami, Fl",2024-09-14 19:00:00,2024-09-14 19:20:00,20.0,Medium,Non-Veg,3.0,3.0,Medium,Cash,True,True,6.666666666666667,1.0,1-09-01,Offline,7.199999999999999,12.8,False,6,2,19,30.25943396226415
ORD262,Domino'S,"Denver, Co",2024-09-15 20:00:00,2024-09-15 20:25:00,25.0,Large,Veg,4.0,5.0,High,Card,True,True,5.0,0.8,1-09-01,Online,12.0,13.0,False,12,3,20,30.25943396226415
ORD263,Domino'S,"Boston, Ma",2024-09-16 18:30:00,2024-09-16 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Wallet,True,False,10.0,1.0,1-09-01,Online,4.8,15.2,False,2,1,18,30.25943396226415
ORD264,Domino'S,"Dallas, Tx",2024-09-17 19:45:00,2024-09-17 20:10:00,25.0,Xl,Cheese Burst,5.0,4.5,Medium,Upi,True,False,5.555555555555555,1.111111111111111,1-09-01,Online,10.8,14.2,False,20,2,19,30.25943396226415
ORD265,Domino'S,"Los Angeles, Ca",2024-09-18 18:00:00,2024-09-18 18:20:00,20.0,Medium,Non-Veg,3.0,3.5,High,Cash,True,False,5.714285714285714,0.8571428571428571,1-09-01,Offline,8.4,11.6,False,6,3,18,30.25943396226415
ORD266,Domino'S,"New York, Ny",2024-09-19 20:15:00,2024-09-19 20:40:00,25.0,Large,Veg,4.0,5.0,High,Card,True,False,5.0,0.8,1-09-01,Online,12.0,13.0,False,12,3,20,30.25943396226415
ORD267,Domino'S,"San Jose, Ca",2024-09-10 18:00:00,2024-09-10 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Cash,True,False,6.666666666666667,0.6666666666666666,1-09-01,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD268,Papa John'S,"Austin, Tx",2024-09-11 19:15:00,2024-09-11 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Card,True,False,5.0,0.6666666666666666,1-09-01,Online,14.4,15.6,False,12,2,19,28.18627450980392
ORD269,Pizza Hut,"Seattle, Wa",2024-09-12 20:30:00,2024-09-12 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Wallet,True,False,5.0,0.625,1-09-01,Online,19.2,20.8,True,20,3,20,29.94845360824742
ORD270,Little Caesars,"Chicago, Il",2024-09-13 18:45:00,2024-09-13 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Upi,True,False,8.0,0.4,1-09-01,Online,6.0,14.0,False,1,1,18,28.84422110552764
ORD271,Marco'S Pizza,"Miami, Fl",2024-09-14 19:00:00,2024-09-14 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Cash,True,True,5.0,0.4,1-09-01,Offline,23.4,26.0,True,12,3,19,30.28645833333333
ORD272,Domino'S,"Denver, Co",2024-09-15 20:00:00,2024-09-15 20:35:00,35.0,Medium,Veg,3.0,5.5,Medium,Card,True,True,6.363636363636363,0.5454545454545454,1-09-01,Online,13.2,21.8,True,6,2,20,30.25943396226415
ORD273,Papa John'S,"Boston, Ma",2024-09-16 18:30:00,2024-09-16 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Wallet,True,False,10.0,1.0,1-09-01,Online,4.8,15.2,False,2,1,18,28.18627450980392
ORD274,Pizza Hut,"Dallas, Tx",2024-09-17 19:45:00,2024-09-17 20:25:00,37.5,Xl,Cheese Burst,5.0,7.5,High,Upi,True,False,5.333333333333333,0.6666666666666666,1-09-01,Online,18.0,22.0,True,20,3,19,29.94845360824742
ORD275,Little Caesars,"Los Angeles, Ca",2024-09-18 18:00:00,2024-09-18 18:30:00,30.0,Medium,Non-Veg,3.0,4.0,Medium,Cash,True,False,7.5,0.75,1-09-01,Offline,9.6,20.4,False,6,2,18,28.84422110552764
ORD276,Marco'S Pizza,"New York, Ny",2024-09-19 20:15:00,2024-09-19 21:00:00,37.5,Large,Veg,4.0,9.0,High,Card,True,False,5.0,0.4444444444444444,1-09-01,Online,21.6,23.4,True,12,3,20,30.28645833333333
ORD278,Domino'S,"New York, Ny",2024-09-15 18:45:00,2024-09-15 19:10:00,25.0,Large,Veg,3.0,5.0,High,Domino'S Cash,True,True,5.0,0.6,1-09-01,Offline,12.0,13.0,False,9,3,18,30.25943396226415
ORD279,Pizza Hut,"Los Angeles, Ca",2024-09-16 20:00:00,2024-09-16 20:30:00,30.0,Xl,Cheese Burst,5.0,6.5,Medium,Card,True,False,4.615384615384615,0.7692307692307693,1-09-01,Online,15.6,14.4,False,20,2,20,29.94845360824742
ORD280,Papa John'S,"Chicago, Il",2024-09-17 19:15:00,2024-09-17 19:35:00,20.0,Medium,Non-Veg,4.0,4.0,Low,Upi,True,False,5.0,1.0,1-09-01,Online,9.6,10.4,False,8,1,19,28.18627450980392
ORD281,Little Caesars,"Houston, Tx",2024-09-18 18:30:00,2024-09-18 19:05:00,35.0,Small,Vegan,2.0,7.5,High,Wallet,True,False,4.666666666666667,0.2666666666666667,1-09-01,Online,18.0,17.0,True,2,3,18,28.84422110552764
ORD282,Marco'S Pizza,"Phoenix, Az",2024-09-19 13:00:00,2024-09-19 13:20:00,20.0,Medium,Non-Veg,3.0,3.5,Low,Card,False,False,5.714285714285714,0.8571428571428571,1-09-01,Online,8.4,11.6,False,6,1,15,30.28645833333333
ORD283,Domino'S,"Miami, Fl",2024-09-20 18:45:00,2024-09-20 19:15:00,30.0,Large,Veg,4.0,6.0,Medium,Domino'S Cash,True,False,5.0,0.6666666666666666,1-09-01,Offline,14.4,15.6,False,12,2,18,30.25943396226415
ORD284,Pizza Hut,"Denver, Co",2024-09-21 20:15:00,2024-09-21 20:40:00,25.0,Xl,Cheese Burst,5.0,5.0,Low,Upi,True,True,5.0,1.0,1-09-01,Online,12.0,13.0,False,20,1,20,29.94845360824742
ORD285,Papa John'S,"Boston, Ma",2024-09-22 19:30:00,2024-09-22 19:55:00,25.0,Small,Vegan,2.0,4.0,High,Wallet,True,True,6.25,0.5,1-09-01,Online,9.6,15.4,False,2,3,19,28.18627450980392
ORD286,Little Caesars,"Dallas, Tx",2024-09-23 18:00:00,2024-09-23 18:20:00,20.0,Medium,Non-Veg,3.0,3.0,Medium,Card,True,False,6.666666666666667,1.0,1-09-01,Online,7.199999999999999,12.8,False,6,2,18,28.84422110552764
ORD287,Marco'S Pizza,"Seattle, Wa",2024-09-24 13:15:00,2024-09-24 13:45:00,30.0,Medium,Non-Veg,3.0,6.0,High,Upi,False,False,5.0,0.5,1-09-01,Online,14.4,15.6,False,6,3,15,30.28645833333333
ORD288,Domino'S,"New York, Ny",2024-09-25 18:30:00,2024-09-25 19:00:00,30.0,Large,Veg,4.0,5.5,High,Domino'S Cash,True,False,5.454545454545454,0.7272727272727273,1-09-01,Offline,13.2,16.8,False,12,3,18,30.25943396226415
ORD289,Pizza Hut,"Los Angeles, Ca",2024-09-26 19:45:00,2024-09-26 20:10:00,25.0,Xl,Cheese Burst,5.0,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,1-09-01,Offline,10.8,14.2,False,20,1,19,29.94845360824742
ORD290,Papa John'S,"Chicago, Il",2024-09-27 20:15:00,2024-09-27 20:40:00,25.0,Medium,Non-Veg,4.0,3.5,Medium,Card,True,False,7.142857142857143,1.142857142857143,1-09-01,Online,8.4,16.6,False,8,2,20,28.18627450980392
ORD291,Little Caesars,"Houston, Tx",2024-09-28 18:30:00,2024-09-28 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Wallet,True,True,10.0,1.0,1-09-01,Online,4.8,15.2,False,2,1,18,28.84422110552764
ORD292,Marco'S Pizza,"Phoenix, Az",2024-09-29 13:00:00,2024-09-29 13:20:00,20.0,Medium,Non-Veg,3.0,3.0,Low,Upi,False,True,6.666666666666667,1.0,1-09-01,Online,7.199999999999999,12.8,False,6,1,15,30.28645833333333
ORD293,Domino'S,"Miami, Fl",2024-09-30 18:30:00,2024-09-30 18:55:00,25.0,Large,Veg,4.0,5.0,High,Domino'S Cash,True,False,5.0,0.8,1-09-01,Offline,12.0,13.0,False,12,3,18,30.25943396226415
ORD294,Pizza Hut,"Denver, Co",2024-10-01 19:45:00,2024-10-01 20:10:00,25.0,Xl,Cheese Burst,5.0,4.0,High,Card,True,False,6.25,1.1833333333333336,1-10-01,Online,9.6,15.4,False,20,3,19,29.94845360824742
ORD295,Papa John'S,"Boston, Ma",2024-10-02 20:15:00,2024-10-02 20:40:00,25.0,Small,Vegan,2.0,2.5,Medium,Wallet,True,False,10.0,0.8,1-10-01,Online,6.0,19.0,False,2,2,20,28.18627450980392
ORD296,Little Caesars,"Dallas, Tx",2024-10-03 18:30:00,2024-10-03 18:50:00,20.0,Medium,Non-Veg,3.0,3.5,Low,Upi,True,False,5.714285714285714,0.8571428571428571,1-10-01,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD297,Marco'S Pizza,"Seattle, Wa",2024-10-04 13:00:00,2024-10-04 13:20:00,20.0,Medium,Non-Veg,3.0,3.5,Low,Card,False,False,5.714285714285714,0.8571428571428571,1-10-01,Online,8.4,11.6,False,6,1,15,30.28645833333333
ORD298,Domino'S,"New York, Ny",2024-10-05 18:30:00,2024-10-05 18:55:00,25.0,Large,Veg,4.0,5.0,High,Domino'S Cash,True,True,5.0,0.8,1-10-01,Offline,12.0,13.0,False,12,3,18,30.25943396226415
ORD299,Pizza Hut,"Los Angeles, Ca",2024-10-06 19:45:00,2024-10-06 20:10:00,25.0,Xl,Cheese Burst,5.0,4.5,Low,Cash,True,True,5.555555555555555,1.111111111111111,1-10-01,Offline,10.8,14.2,False,20,1,19,29.94845360824742
ORD300,Papa John'S,"Chicago, Il",2024-10-07 20:15:00,2024-10-07 20:40:00,25.0,Medium,Non-Veg,4.0,3.5,Medium,Card,True,False,7.142857142857143,1.142857142857143,1-10-01,Online,8.4,16.6,False,8,2,20,28.18627450980392
ORD301,Little Caesars,"Houston, Tx",2024-10-08 18:30:00,2024-10-08 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Wallet,True,False,10.0,1.0,1-10-01,Online,4.8,15.2,False,2,1,18,28.84422110552764
ORD302,Marco'S Pizza,"Phoenix, Az",2024-10-09 13:00:00,2024-10-09 13:20:00,20.0,Medium,Non-Veg,3.0,3.0,Low,Upi,False,False,6.666666666666667,1.0,1-10-01,Online,7.199999999999999,12.8,False,6,1,15,30.28645833333333
ORD303,Domino'S,"Miami, Fl",2024-10-10 18:30:00,2024-10-10 18:55:00,25.0,Large,Veg,4.0,5.0,High,Domino'S Cash,True,False,5.0,0.8,1-10-01,Offline,12.0,13.0,False,12,3,18,30.25943396226415
ORD304,Pizza Hut,"Denver, Co",2024-10-11 19:45:00,2024-10-11 20:10:00,25.0,Xl,Cheese Burst,5.0,4.5,Low,Card,True,False,5.555555555555555,1.111111111111111,1-10-01,Online,10.8,14.2,False,20,1,19,29.94845360824742
ORD305,Papa John'S,"Boston, Ma",2024-10-12 20:15:00,2024-10-12 20:40:00,25.0,Small,Vegan,2.0,2.5,Medium,Wallet,True,True,10.0,0.8,1-10-01,Online,6.0,19.0,False,2,2,20,28.18627450980392
ORD306,Little Caesars,"Dallas, Tx",2024-10-13 18:30:00,2024-10-13 18:50:00,20.0,Medium,Non-Veg,3.0,3.5,Low,Upi,True,True,5.714285714285714,0.8571428571428571,1-10-01,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD307,Domino'S,"New York, Ny",2024-08-26 18:00:00,2024-08-26 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,False,6.666666666666667,0.6666666666666666,1-08-01,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD308,Papa John'S,"Chicago, Il",2024-08-27 19:15:00,2024-08-27 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Upi,True,False,5.0,0.6666666666666666,1-08-01,Online,14.4,15.6,False,12,2,19,28.18627450980392
ORD309,Pizza Hut,"Los Angeles, Ca",2024-08-28 20:30:00,2024-08-28 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,False,5.0,0.625,1-08-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD310,Little Caesars,"Houston, Tx",2024-08-29 18:45:00,2024-08-29 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Cash,True,False,8.0,0.4,1-08-01,Offline,6.0,14.0,False,1,1,18,28.84422110552764
ORD311,Marco'S Pizza,"Phoenix, Az",2024-08-30 19:00:00,2024-08-30 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,False,5.0,0.4,1-08-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD312,Domino'S,"Miami, Fl",2024-08-31 20:00:00,2024-08-31 20:35:00,35.0,Medium,Veg,3.0,5.5,Medium,Wallet,True,True,6.363636363636363,0.5454545454545454,1-08-01,Online,13.2,21.8,True,6,2,20,30.25943396226415
ORD313,Papa John'S,"Denver, Co",2024-09-01 18:30:00,2024-09-01 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Upi,True,True,10.0,1.0,1-09-01,Online,4.8,15.2,False,2,1,18,28.18627450980392
ORD314,Pizza Hut,"Boston, Ma",2024-09-02 19:45:00,2024-09-02 20:25:00,37.5,Xl,Cheese Burst,5.0,7.5,High,Hut Points,True,False,5.333333333333333,0.6666666666666666,1-09-01,Offline,18.0,22.0,True,20,3,19,29.94845360824742
ORD315,Little Caesars,"Dallas, Tx",2024-09-03 18:00:00,2024-09-03 18:30:00,30.0,Medium,Non-Veg,3.0,4.0,Medium,Cash,True,False,7.5,0.75,1-09-01,Offline,9.6,20.4,False,6,2,18,28.84422110552764
ORD316,Marco'S Pizza,"Seattle, Wa",2024-09-04 20:15:00,2024-09-04 21:00:00,37.5,Large,Veg,4.0,9.0,High,Wallet,True,False,5.0,0.4444444444444444,1-09-01,Online,21.6,23.4,True,12,3,20,30.28645833333333
ORD317,Domino'S,"San Jose, Ca",2024-09-05 18:00:00,2024-09-05 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,False,6.666666666666667,0.6666666666666666,1-09-01,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD318,Papa John'S,"Austin, Tx",2024-09-06 19:15:00,2024-09-06 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Cash,True,False,5.0,0.6666666666666666,1-09-01,Offline,14.4,15.6,False,12,2,19,28.18627450980392
ORD319,Pizza Hut,"San Diego, Ca",2024-09-07 20:30:00,2024-09-07 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,True,5.0,0.625,1-09-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD320,Little Caesars,"Jacksonville, Fl",2024-09-08 18:45:00,2024-09-08 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Wallet,True,True,8.0,0.4,1-09-01,Online,6.0,14.0,False,1,1,18,28.84422110552764
ORD321,Marco'S Pizza,"Fort Worth, Tx",2024-09-09 19:00:00,2024-09-09 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,False,5.0,0.4,1-09-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD322,Domino'S,"Columbus, Oh",2024-09-10 20:00:00,2024-09-10 20:35:00,35.0,Medium,Veg,3.0,5.5,Medium,Wallet,True,False,6.363636363636363,0.5454545454545454,1-09-01,Online,13.2,21.8,True,6,2,20,30.25943396226415
ORD323,Papa John'S,"Charlotte, Nc",2024-09-11 18:30:00,2024-09-11 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Upi,True,False,10.0,1.0,1-09-01,Online,4.8,15.2,False,2,1,18,28.18627450980392
ORD324,Pizza Hut,"Indianapolis, In",2024-09-12 19:45:00,2024-09-12 20:25:00,37.5,Xl,Cheese Burst,5.0,7.5,High,Hut Points,True,False,5.333333333333333,0.6666666666666666,1-09-01,Offline,18.0,22.0,True,20,3,19,29.94845360824742
ORD325,Little Caesars,"San Francisco, Ca",2024-09-13 18:00:00,2024-09-13 18:30:00,30.0,Medium,Non-Veg,3.0,4.0,Medium,Cash,True,False,7.5,0.75,1-09-01,Offline,9.6,20.4,False,6,2,18,28.84422110552764
ORD326,Marco'S Pizza,"Charlotte, Nc",2024-09-14 20:15:00,2024-09-14 21:00:00,37.5,Large,Veg,4.0,9.0,High,Wallet,True,True,5.0,0.4444444444444444,1-09-01,Online,21.6,23.4,True,12,3,20,30.28645833333333
ORD327,Domino'S,"Detroit, Mi",2024-09-15 18:00:00,2024-09-15 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,True,6.666666666666667,0.6666666666666666,1-09-01,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD328,Papa John'S,"El Paso, Tx",2024-09-16 19:15:00,2024-09-16 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Cash,True,False,5.0,0.6666666666666666,1-09-01,Offline,14.4,15.6,False,12,2,19,28.18627450980392
ORD329,Pizza Hut,"Memphis, Tn",2024-09-17 20:30:00,2024-09-17 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,False,5.0,0.625,1-09-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD330,Little Caesars,"Baltimore, Md",2024-09-18 18:45:00,2024-09-18 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Wallet,True,False,8.0,0.4,1-09-01,Online,6.0,14.0,False,1,1,18,28.84422110552764
ORD331,Marco'S Pizza,"Boston, Ma",2024-09-19 19:00:00,2024-09-19 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,False,5.0,0.4,1-09-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD332,Domino'S,"New York, Ny",2024-09-20 18:00:00,2024-09-20 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Domino'S Cash,True,False,6.666666666666667,0.6666666666666666,1-09-01,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD333,Papa John'S,"Chicago, Il",2024-09-21 19:15:00,2024-09-21 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Upi,True,True,5.0,0.6666666666666666,1-09-01,Online,14.4,15.6,False,12,2,19,28.18627450980392
ORD334,Pizza Hut,"Los Angeles, Ca",2024-09-22 20:30:00,2024-09-22 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,True,5.0,0.625,1-09-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD335,Little Caesars,"Houston, Tx",2024-09-23 18:45:00,2024-09-23 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Cash,True,False,8.0,0.4,1-09-01,Offline,6.0,14.0,False,1,1,18,28.84422110552764
ORD336,Marco'S Pizza,"Phoenix, Az",2024-09-24 19:00:00,2024-09-24 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,False,5.0,0.4,1-09-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD337,Domino'S,"Miami, Fl",2024-09-25 20:00:00,2024-09-25 20:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,False,6.666666666666667,0.6666666666666666,1-09-01,Online,7.199999999999999,12.8,False,4,1,20,30.25943396226415
ORD338,Papa John'S,"Chicago, Il",2024-09-26 19:15:00,2024-09-26 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Upi,True,False,5.0,0.6666666666666666,1-09-01,Online,14.4,15.6,False,12,2,19,28.18627450980392
ORD339,Pizza Hut,"Los Angeles, Ca",2024-09-27 20:30:00,2024-09-27 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,False,5.0,0.625,1-09-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD340,Little Caesars,"Houston, Tx",2024-09-28 18:45:00,2024-09-28 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Cash,True,True,8.0,0.4,1-09-01,Offline,6.0,14.0,False,1,1,18,28.84422110552764
ORD341,Marco'S Pizza,"Phoenix, Az",2024-09-29 19:00:00,2024-09-29 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,True,5.0,0.4,1-09-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD342,Domino'S,"Miami, Fl",2024-09-30 20:00:00,2024-09-30 20:35:00,35.0,Medium,Veg,3.0,5.5,Medium,Wallet,True,False,6.363636363636363,0.5454545454545454,1-09-01,Online,13.2,21.8,True,6,2,20,30.25943396226415
ORD343,Papa John'S,"Denver, Co",2024-10-01 18:30:00,2024-10-01 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Upi,True,False,10.0,1.0,1-10-01,Online,4.8,15.2,False,2,1,18,28.18627450980392
ORD344,Pizza Hut,"Boston, Ma",2024-10-02 19:45:00,2024-10-02 20:25:00,37.5,Xl,Cheese Burst,5.0,7.5,High,Hut Points,True,False,5.333333333333333,0.6666666666666666,1-10-01,Offline,18.0,22.0,True,20,3,19,29.94845360824742
ORD345,Little Caesars,"Dallas, Tx",2024-10-03 18:00:00,2024-10-03 18:30:00,30.0,Medium,Non-Veg,3.0,4.0,Medium,Cash,True,False,7.5,0.75,1-10-01,Offline,9.6,20.4,False,6,2,18,28.84422110552764
ORD346,Marco'S Pizza,"Seattle, Wa",2024-10-04 20:15:00,2024-10-04 21:00:00,37.5,Large,Veg,4.0,9.0,High,Wallet,True,False,5.0,0.4444444444444444,1-10-01,Online,21.6,23.4,True,12,3,20,30.28645833333333
ORD347,Domino'S,"San Jose, Ca",2024-10-05 18:00:00,2024-10-05 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,True,6.666666666666667,0.6666666666666666,1-10-01,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD348,Papa John'S,"Austin, Tx",2024-10-06 19:15:00,2024-10-06 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Cash,True,True,5.0,0.6666666666666666,1-10-01,Offline,14.4,15.6,False,12,2,19,28.18627450980392
ORD349,Pizza Hut,"San Diego, Ca",2024-10-07 20:30:00,2024-10-07 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,False,5.0,0.625,1-10-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD350,Little Caesars,"Jacksonville, Fl",2024-10-08 18:45:00,2024-10-08 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Wallet,True,False,8.0,0.4,1-10-01,Online,6.0,14.0,False,1,1,18,28.84422110552764
ORD351,Marco'S Pizza,"Fort Worth, Tx",2024-10-09 19:00:00,2024-10-09 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,False,5.0,0.4,1-10-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD352,Domino'S,"Columbus, Oh",2024-10-10 20:00:00,2024-10-10 20:35:00,35.0,Medium,Veg,3.0,5.5,Medium,Wallet,True,False,6.363636363636363,0.5454545454545454,1-10-01,Online,13.2,21.8,True,6,2,20,30.25943396226415
ORD353,Papa John'S,"Charlotte, Nc",2024-10-11 18:30:00,2024-10-11 18:50:00,20.0,Small,Vegan,2.0,2.0,Low,Upi,True,False,10.0,1.0,1-10-01,Online,4.8,15.2,False,2,1,18,28.18627450980392
ORD354,Pizza Hut,"Indianapolis, In",2024-10-12 19:45:00,2024-10-12 20:25:00,37.5,Xl,Cheese Burst,5.0,7.5,High,Hut Points,True,True,5.333333333333333,0.6666666666666666,1-10-01,Offline,18.0,22.0,True,20,3,19,29.94845360824742
ORD355,Little Caesars,"San Francisco, Ca",2024-10-13 18:00:00,2024-10-13 18:30:00,30.0,Medium,Non-Veg,3.0,4.0,Medium,Cash,True,True,7.5,0.75,1-10-01,Offline,9.6,20.4,False,6,2,18,28.84422110552764
ORD356,Marco'S Pizza,"Charlotte, Nc",2024-10-14 20:15:00,2024-10-14 21:00:00,37.5,Large,Veg,4.0,9.0,High,Wallet,True,False,5.0,0.4444444444444444,1-10-01,Online,21.6,23.4,True,12,3,20,30.28645833333333
ORD357,Domino'S,"Detroit, Mi",2024-10-15 18:00:00,2024-10-15 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,False,6.666666666666667,0.6666666666666666,1-10-01,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD358,Papa John'S,"El Paso, Tx",2024-10-16 19:15:00,2024-10-16 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Wallet,True,False,5.0,0.6666666666666666,1-10-01,Online,14.4,15.6,False,12,2,19,28.18627450980392
ORD359,Pizza Hut,"Memphis, Tn",2024-10-17 20:30:00,2024-10-17 21:10:00,37.5,Xl,Cheese Burst,5.0,8.0,High,Hut Points,True,False,5.0,0.625,1-10-01,Offline,19.2,20.8,True,20,3,20,29.94845360824742
ORD360,Little Caesars,"Baltimore, Md",2024-10-18 18:45:00,2024-10-18 19:05:00,20.0,Small,Vegan,1.5,2.5,Low,Cash,True,False,8.0,0.4,1-10-01,Offline,6.0,14.0,False,1,1,18,28.84422110552764
ORD361,Marco'S Pizza,"Boston, Ma",2024-10-19 19:00:00,2024-10-19 19:50:00,37.5,Large,Non-Veg,4.0,9.75,High,Card,True,True,5.0,0.4,1-10-01,Online,23.4,26.0,True,12,3,19,30.28645833333333
ORD362,Domino'S,"New York, Ny",2024-10-20 18:00:00,2024-10-20 18:20:00,20.0,Medium,Veg,2.0,3.0,Low,Domino'S Cash,True,True,6.666666666666667,0.6666666666666666,1-10-01,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415
ORD363,Domino'S,"Miami, Fl",2024-10-21 20:00:00,2024-10-21 20:20:00,20.0,Medium,Veg,2.0,3.0,Low,Card,True,False,6.666666666666667,0.6666666666666666,1-10-01,Online,7.199999999999999,12.8,False,4,1,20,30.25943396226415
ORD364,Papa John'S,"Chicago, Il",2024-10-22 19:15:00,2024-10-22 19:45:00,30.0,Large,Non-Veg,4.0,6.0,Medium,Upi,True,False,5.0,0.6666666666666666,1-10-01,Online,14.4,15.6,False,12,2,19,28.18627450980392
